,Latitude and Longitude,Class of Land,max_ndvi,min_ndvi,target
54,"(10.324181275911162, 105.27752564788187)",Rice,0.9102553507974547,0.029973856906578476,1
55,"(10.323727047081501, 105.26480724065195)",Rice,0.9048934490923441,-0.01939237233354877,1
56,"(10.321910131762861, 105.2266520189622)",Rice,0.8923147722043258,-0.03710862002319285,1
57,"(10.324181275911162, 105.25072614693312)",Rice,0.8734166626001242,-0.03324683254464967,1
58,"(10.32327281825184, 105.27071221543727)",Rice,0.8725618058043711,0.005389168654474728,1
59,"(10.325089733570481, 105.25890226586662)",Rice,0.8303100743016065,0.08348021934978464,1
60,"(10.321455902933202, 105.25208883342202)",Rice,0.8447823589260872,0.01286486486486487,1
61,"(10.324635504740822, 105.26162763884446)",Rice,0.9169971620397316,0.0279473705873475,1
62,"(10.325089733570481, 105.28751868213396)",Rice,0.9161973094170403,0.009843703035767952,1
63,"(10.32009321644422, 105.24845500278491)",Rice,0.8775440125731341,0.04877243702835291,1
64,"(10.324181275911162, 105.23982465502175)",Rice,0.8640997604586049,0.009851076416574523,1
65,"(10.31963898761456, 105.23891619736247)",Rice,0.839188828604465,0.014280200694712477,1
66,"(10.325089733570481, 105.26389878299267)",Rice,0.9050105120571179,0.021445352070176883,1
67,"(10.321455902933202, 105.26117341001483)",Rice,0.7323863678267731,0.07579502389190966,1
68,"(10.319184758784901, 105.22710624779182)",Rice,0.8878998744267687,-0.02236757424117046,1
69,"(10.321001674103542, 105.25254306225168)",Rice,0.879105052262324,0.03417301308338217,1
70,"(10.321455902933202, 105.23164853608824)",Rice,0.8867662917886303,0.006577974395411457,1
71,"(10.324181275911162, 105.24936346044419)",Rice,0.7995671542998237,0.046192505727870745,1
72,"(10.324181275911162, 105.27979679203008)",Rice,0.9144557651568648,0.040884556513332816,1
73,"(10.324181275911162, 105.2598107235259)",Rice,0.8620212913037467,0.07670533001933168,1
74,"(10.324181275911162, 105.28706445330431)",Rice,0.9083276366759565,-0.012592805283235564,1
75,"(10.32281858942218, 105.27934256320043)",Rice,0.9018114125170872,0.010365117094649922,1
76,"(10.320547445273881, 105.22710624779182)",Rice,0.7871356088171481,-0.0020939777200770105,1
77,"(10.32327281825184, 105.26162763884446)",Rice,0.8945382455468018,0.0018077283786171621,1
78,"(10.324635504740822, 105.25208883342202)",Rice,0.8705831110143191,-0.03735325506937034,1
79,"(10.321001674103542, 105.25027191810346)",Rice,0.6971349748695915,0.07867796849796609,1
80,"(10.318730529955241, 105.22756047662148)",Rice,0.8822290786260547,-0.051281720485596004,1
81,"(10.31963898761456, 105.23255699374752)",Rice,0.9028905861501778,0.005759452490541409,1
82,"(10.323727047081501, 105.23800773970319)",Rice,0.5964959672751129,-0.0005693371289142297,1
83,"(10.323727047081501, 105.27797987671151)",Rice,0.9098586377822653,0.04530950861518828,1
84,"(10.323727047081501, 105.26844107128906)",Rice,0.909006449888046,4.57289189683452e-05,1
85,"(10.31963898761456, 105.2416415703403)",Rice,0.8912406824806854,0.08375295447538794,1
86,"(10.32327281825184, 105.25663112171844)",Rice,0.7607788344526073,0.23617853778711687,1
87,"(10.32327281825184, 105.27979679203008)",Rice,0.9109618662392837,0.023488754597032015,1
88,"(10.323727047081501, 105.28888136862287)",Rice,0.9119812376619066,0.000762776506483622,1
89,"(10.324635504740822, 105.26344455416304)",Rice,0.8916620331576517,-0.013147914032869794,1
90,"(10.324181275911162, 105.26208186767411)",Rice,0.8984711570642228,-0.017793763845549176,1
91,"(10.319184758784901, 105.23573659555498)",Rice,0.8053193058355046,-0.012511722592008064,1
92,"(10.320547445273881, 105.25435997757023)",Rice,0.9026758035568607,0.08714912421833935,1
93,"(10.31963898761456, 105.24255002799958)",Rice,0.886782905694588,-0.03291187195150824,1
94,"(10.320547445273881, 105.23619082438464)",Rice,0.783861499851121,-0.028740351453440616,1
95,"(10.324181275911162, 105.23709928204391)",Rice,0.6438207136640557,0.0054041054224963445,1
96,"(10.324635504740822, 105.26026495235556)",Rice,0.9159170761744926,-0.012033608658501812,1
97,"(10.32009321644422, 105.23846196853285)",Rice,0.797271965251848,0.10458964826994564,1
98,"(10.325089733570481, 105.25617689288879)",Rice,0.8793943537009293,-0.010206537961580997,1
99,"(10.321455902933202, 105.23074007842897)",Rice,0.8902592731903998,-0.02233832702457743,1
100,"(10.325089733570481, 105.26071918118518)",Rice,0.920843455904899,0.00922139363322902,1
101,"(10.323727047081501, 105.24073311268103)",Rice,0.8628728621643026,0.026027685053339206,1
102,"(10.323727047081501, 105.24345848565886)",Rice,0.8928437617085051,0.02707998338781988,1
103,"(10.325089733570481, 105.27979679203008)",Rice,0.9106437102528309,0.028589848496119463,1
104,"(10.323727047081501, 105.27752564788187)",Rice,0.9088642675683518,0.041538019674014465,1
105,"(10.318276301125582, 105.22619779013255)",Rice,0.8608078800583171,-0.00872455338595766,1
106,"(10.321455902933202, 105.22710624779182)",Rice,0.8977207906549936,-0.04516129032258067,1
107,"(10.325089733570481, 105.2666241559705)",Rice,0.9226551863708281,0.010228499038145806,1
108,"(10.321001674103542, 105.26026495235556)",Rice,0.862945836614637,0.03578947368421052,1
109,"(10.32009321644422, 105.24118734151068)",Rice,0.8985702445089101,0.039159326224694806,1
110,"(10.324635504740822, 105.2857017668154)",Rice,0.911448584378127,0.01845863937129276,1
111,"(10.32009321644422, 105.24209579916996)",Rice,0.8948349962277585,0.030676989347459094,1
112,"(10.32281858942218, 105.25572266405916)",Rice,0.7627061362746076,0.19145344443462992,1
113,"(10.324635504740822, 105.25663112171844)",Rice,0.8670274682912817,0.0036147140123325536,1
114,"(10.325089733570481, 105.25345151991095)",Rice,0.8998107352013407,0.01897254164557265,1
115,"(10.32327281825184, 105.27707141905222)",Rice,0.8966048697571464,0.03462292573286783,1
116,"(10.323727047081501, 105.22892316311038)",Rice,0.8847964842523804,0.0,1
117,"(10.32327281825184, 105.2334654514068)",Rice,0.6048376680561264,-0.008646444209095371,1
118,"(10.319184758784901, 105.23846196853285)",Rice,0.8649842653110628,0.03290496424499953,1
119,"(10.325089733570481, 105.26753261362978)",Rice,0.9140928061407692,-0.01625522218002282,1
120,"(10.318730529955241, 105.2334654514068)",Rice,0.8884178804620794,-0.01934372032497449,1
121,"(10.324635504740822, 105.28115947851899)",Rice,0.9136588642073581,0.06152092870525974,1
122,"(10.324181275911162, 105.27525450373366)",Rice,0.8923026359035037,-0.08199233716475096,1
123,"(10.319184758784901, 105.22846893428076)",Rice,0.8876964245046687,-0.04448573614602689,1
124,"(10.324181275911162, 105.24073311268103)",Rice,0.8675558271450776,-0.004600585529067359,1
125,"(10.323727047081501, 105.2788883343708)",Rice,0.907341225081035,0.053108026554013296,1
126,"(10.324181275911162, 105.26571569831123)",Rice,0.9137724402163451,-0.02281897711204866,1
127,"(10.32009321644422, 105.24800077395528)",Rice,0.8570639027856533,0.05174044220290903,1
128,"(10.32327281825184, 105.23164853608824)",Rice,0.682798021565291,-0.05918057663125951,1
129,"(10.318730529955241, 105.22983162076967)",Rice,0.8644762177885207,-0.031562661165549254,1
130,"(10.323727047081501, 105.24436694331814)",Rice,0.891054569617099,0.026523695998460564,1
131,"(10.324181275911162, 105.28206793617827)",Rice,0.9032486840649867,0.031638936198087324,1
132,"(10.325089733570481, 105.28524753798575)",Rice,0.9058053231220159,0.018674322474314525,1
133,"(10.320547445273881, 105.22756047662148)",Rice,0.7961213494929674,0.0393787852134798,1
134,"(10.32009321644422, 105.24527540097742)",Rice,0.9014671695986577,0.007463449545036271,1
135,"(10.324635504740822, 105.26980375777799)",Rice,0.9199592951765997,0.022535635414575404,1
136,"(10.323727047081501, 105.24527540097742)",Rice,0.9085821831869512,0.0048278699766836075,1
137,"(10.320547445273881, 105.23800773970319)",Rice,0.7458522599143068,0.0837726710894735,1
138,"(10.324635504740822, 105.26616992714088)",Rice,0.9263094363769898,0.003958408831154362,1
139,"(10.323727047081501, 105.27707141905222)",Rice,0.8984041905225971,0.026959784648013668,1
140,"(10.321001674103542, 105.23028584959931)",Rice,0.8954851079648095,-0.07100474683544297,1
141,"(10.319184758784901, 105.23437390906608)",Rice,0.8146902383679783,-0.05901639344262295,1
142,"(10.320547445273881, 105.25208883342202)",Rice,0.8032308509603514,0.10689629011455881,1
143,"(10.321910131762861, 105.24618385863673)",Rice,0.8191098970835747,0.08991669842652583,1
144,"(10.325089733570481, 105.26208186767411)",Rice,0.9183457632063603,0.034887379467342806,1
145,"(10.321455902933202, 105.2266520189622)",Rice,0.8944398111279025,-0.04516129032258067,1
146,"(10.32327281825184, 105.28797291096359)",Rice,0.8968668328877406,0.015068686583422426,1
147,"(10.318730529955241, 105.2348281378957)",Rice,0.7472583226007883,-0.04419410745233967,1
148,"(10.324181275911162, 105.24890923161456)",Rice,0.7460564337227101,0.13005376983912317,1
149,"(10.323727047081501, 105.2416415703403)",Rice,0.8719388529407706,0.010573398441118539,1
150,"(9.983509653666161, 105.50282314738331)",Rice,0.9548239255483327,0.03890272513986648,1
151,"(9.966248958139081, 105.52735150418388)",Rice,0.9242380688630101,0.08763003791300292,1
152,"(9.962160898672142, 105.52008384290963)",Rice,0.9608666299803141,0.0753127427607082,1
153,"(9.98169273834752, 105.53143956365062)",Rice,0.9480087777388232,0.0687392264190885,1
154,"(9.974425077072961, 105.48510822302734)",Rice,0.9602962068922162,0.07638219875636515,1
155,"(9.99259423025936, 105.51645001227251)",Rice,0.9503845414939174,0.04173253240594369,1
156,"(9.982601196006842, 105.54779180151766)",Rice,0.8948337595907929,0.14944188371188982,1
157,"(9.94490020314506, 105.52144652939856)",Rice,0.9388989960245266,0.05994288290996539,1
158,"(9.991685772600041, 105.49600971493871)",Rice,0.9526710165976603,0.04040668566587081,1
159,"(9.975787763561941, 105.49373857079053)",Rice,0.9568073895791321,0.010922986337254715,1
160,"(9.992140001429702, 105.51645001227251)",Rice,0.9480058088273431,0.023081219975421723,1
161,"(9.979421594199222, 105.50963657982791)",Rice,0.9453882415725339,0.03987522683334719,1
162,"(9.976241992391602, 105.48601668068665)",Rice,0.9504015914796294,0.10947618362354294,1
163,"(9.983509653666161, 105.52871419067279)",Rice,0.9494943333617987,0.10087401821501496,1
164,"(9.990777314940722, 105.49964354557582)",Rice,0.9346065121204099,0.07352544097054337,1
165,"(9.95443900856792, 105.52825996184316)",Rice,0.9508163387357214,0.08368303826042058,1
166,"(9.994411145578, 105.50872812216863)",Rice,0.9410987404408458,0.048399972629610204,1
167,"(9.98805194196276, 105.51054503748719)",Rice,0.9408650321739839,0.037709881640517535,1
168,"(9.947171347293361, 105.51735846993179)",Rice,0.953183486626877,0.03918356504029044,1
169,"(9.97669622122126, 105.53734453843595)",Rice,0.7332551854384424,0.23739557774915634,1
170,"(9.952622093249282, 105.51554155461324)",Rice,0.9560132924076001,0.04224638713455848,1
171,"(9.964886271650101, 105.50009777440548)",Rice,0.9513854132119274,0.02970610909772102,1
172,"(9.98941462845174, 105.52962264833207)",Rice,0.9314060562573562,0.04011258710053893,1
173,"(9.95943552569418, 105.50691120685008)",Rice,0.9376862419168474,0.09005714018626063,1
174,"(9.971245475265341, 105.49600971493871)",Rice,0.9346525806033179,0.0980135430944539,1
175,"(9.97533353473228, 105.53371070779883)",Rice,0.9098310677522327,0.16828378768399227,1
176,"(9.980330051858541, 105.51009080865757)",Rice,0.9556587016556678,0.037037037037037125,1
177,"(9.966248958139081, 105.53280225013955)",Rice,0.9190900156096433,0.108557492933845,1
178,"(9.977150450050921, 105.50827389333898)",Rice,0.9142668659208101,0.1329221999729733,1
179,"(9.97987582302888, 105.49600971493871)",Rice,0.9588511177296224,0.06713673311625952,1
180,"(9.966248958139081, 105.49782663025726)",Rice,0.9568230443433947,0.041707771915196964,1
181,"(9.977604678880581, 105.51508732578358)",Rice,0.9441448692152917,0.06426476944824126,1
182,"(9.985326568984801, 105.50645697802042)",Rice,0.9329337155764053,0.09592398266662217,1
183,"(9.98805194196276, 105.4991893167462)",Rice,0.9557698059431022,0.07055595233620272,1
184,"(9.985780797814462, 105.54506642853983)",Rice,0.9489513720784281,-0.018867310757620152,1
185,"(9.986689255473781, 105.51099926631684)",Rice,0.9360365827840742,0.10754483215933089,1
186,"(9.99123154377038, 105.51327041046503)",Rice,0.9183905645840684,0.06284038007780114,1
187,"(9.974425077072961, 105.50827389333898)",Rice,0.8905481238159041,0.11782722609690396,1
188,"(9.969882788776362, 105.49646394376836)",Rice,0.9074357818837315,0.103561475199617,1
189,"(9.956710152716221, 105.51645001227251)",Rice,0.9383749168587295,0.04581989918713958,1
190,"(9.983509653666161, 105.53416493662849)",Rice,0.9439917670561172,0.07630813953488366,1
191,"(9.976241992391602, 105.48556245185699)",Rice,0.9497579428358944,0.09371907118385994,1
192,"(9.9512594067603, 105.51463309695396)",Rice,0.9439623786407766,0.04448439017335071,1
193,"(9.972608161754321, 105.53461916545811)",Rice,0.9466746012238192,0.09434278999496384,1
194,"(9.9785131365399, 105.52825996184316)",Rice,0.9299469064629833,0.07915471419817689,1
195,"(9.996682289726301, 105.5005520032351)",Rice,0.8780702821011672,0.10045339489861194,1
196,"(9.99259423025936, 105.52008384290963)",Rice,0.9451080241135281,0.050467688141033626,1
197,"(9.996228060896641, 105.51463309695396)",Rice,0.8721440043988482,0.18886675368093242,1
198,"(9.989868857281401, 105.52053807173928)",Rice,0.9610106676015425,0.05245150897932559,1
199,"(9.977150450050921, 105.5128161816354)",Rice,0.9047754669021054,0.0766064222199096,1
200,"(9.953530550908601, 105.52871419067279)",Rice,0.9106344475196934,0.1245422428325077,1
201,"(9.973062390583982, 105.5209923005689)",Rice,0.9442745314668356,0.08191647492415137,1
202,"(9.990323086111061, 105.51054503748719)",Rice,0.9481991463675283,0.06022145915147376,1
203,"(9.954893237397581, 105.52508036003567)",Rice,0.948013257364168,0.08059955738311496,1
204,"(9.969428559946701, 105.50191468972403)",Rice,0.9504184765335311,0.06750957559919553,1
205,"(9.972608161754321, 105.48965051132376)",Rice,0.9523806626304421,0.03470555772581564,1
206,"(9.958072839205201, 105.52144652939856)",Rice,0.8973362812480132,0.12638174656778497,1
207,"(9.973970848243301, 105.48737936717555)",Rice,0.9572549168214028,0.04929802169751112,1
208,"(9.974879305902622, 105.48692513834592)",Rice,0.9530226464533033,0.07472241551447675,1
209,"(9.97987582302888, 105.5141788681243)",Rice,0.8975386950358671,0.11681728547405608,1
210,"(9.99123154377038, 105.50191468972403)",Rice,0.9480271900590695,0.0511838464139563,1
211,"(9.95943552569418, 105.5323480213099)",Rice,0.9072952482340925,0.13711478338543995,1
212,"(9.9626151275018, 105.52326344471712)",Rice,0.9505970881727465,0.03430508836563621,1
213,"(9.952167864419621, 105.52689727535423)",Rice,0.9545678831849999,0.13153504839935995,1
214,"(9.985780797814462, 105.54688334385838)",Rice,0.9146796248163634,0.08809003641178417,1
215,"(9.977150450050921, 105.51009080865757)",Rice,0.8816372358885373,0.06176527160200493,1
216,"(9.985780797814462, 105.50918235099826)",Rice,0.9183738150805314,0.10037333573227776,1
217,"(9.984418111325482, 105.5073654356797)",Rice,0.9430502068689067,0.07949407307833313,1
218,"(9.94807980495268, 105.51735846993179)",Rice,0.9565441377011425,0.045445217912897955,1
219,"(9.974879305902622, 105.49010474015338)",Rice,0.925591576199637,0.08257964325944073,1
220,"(9.969428559946701, 105.49555548610908)",Rice,0.9477670660198558,0.08119199063401443,1
221,"(9.999861891533921, 105.50645697802042)",Rice,0.8531608671889231,0.1102866090271632,1
222,"(9.957164381545882, 105.53053110599134)",Rice,0.9398547051866869,0.03079131500033823,1
223,"(9.958981296864522, 105.51690424110214)",Rice,0.9504517633343048,0.06321533904431662,1
224,"(9.950805177930642, 105.51463309695396)",Rice,0.9501192985459487,0.08837625894482075,1
225,"(9.959889754523841, 105.53007687716172)",Rice,0.9134504391468005,0.10878789103315302,1
226,"(9.995319603237322, 105.50146046089439)",Rice,0.9484990958408681,0.051126872415587235,1
227,"(9.9785131365399, 105.50918235099826)",Rice,0.8313249507297811,0.06455219623502562,1
228,"(9.959889754523841, 105.52508036003567)",Rice,0.94404041390082,0.06529324020665414,1
229,"(9.972608161754321, 105.48874205366448)",Rice,0.957092840190803,0.054962042788129786,1
230,"(9.966703186968742, 105.50009777440548)",Rice,0.9328093518464875,0.05974168453597964,1
231,"(9.966703186968742, 105.53189379248028)",Rice,0.9384175547230145,0.09391529119718509,1
232,"(9.987597713133102, 105.50509429153152)",Rice,0.9500801465536982,0.0869429887247896,1
233,"(9.9467171184637, 105.5241719023764)",Rice,0.9532679421190638,0.03437159722620209,1
234,"(9.982146967177181, 105.52780573301351)",Rice,0.8733232836812386,0.1908065505686913,1
235,"(9.984418111325482, 105.49146742664232)",Rice,0.8586621426877541,0.0829120402566046,1
236,"(9.977604678880581, 105.52462613120602)",Rice,0.9355642105820946,0.045498592946904046,1
237,"(9.961252441012821, 105.51872115642072)",Rice,0.9563199428761372,0.14010689201667736,1
238,"(9.984418111325482, 105.50918235099826)",Rice,0.9413454684226065,0.07445690259285212,1
239,"(9.955347466227241, 105.52598881769495)",Rice,0.9438101882339135,0.07851962820469173,1
240,"(9.97987582302888, 105.54052414024343)",Rice,0.9100694597412513,0.10206160243006665,1
241,"(9.958527068034861, 105.52462613120602)",Rice,0.945625420965498,0.0379327157484154,1
242,"(9.985326568984801, 105.53416493662849)",Rice,0.9305372791667833,0.07242376160149541,1
243,"(9.987597713133102, 105.52553458886531)",Rice,0.939208493425361,0.09294063717625481,1
244,"(9.978967365369561, 105.52553458886531)",Rice,0.9508534043844145,0.0746997431328536,1
245,"(9.977604678880581, 105.4878335960052)",Rice,0.9580678231853178,0.07175423738645191,1
246,"(9.974879305902622, 105.52371767354674)",Rice,0.9003846012966557,0.10497880594870317,1
247,"(9.994865374407661, 105.51099926631684)",Rice,0.94504305457467,0.05245923549852983,1
248,"(9.977604678880581, 105.53825299609522)",Rice,0.8174800736242083,0.14876394158905373,1
249,"(9.97351661941364, 105.54279528439164)",Rice,0.9440871644964124,0.006408279359857503,1
250,"(9.99577383206698, 105.50554852036115)",Rice,0.9032763955410504,0.037486910994764394,1
251,"(9.974879305902622, 105.48647090951627)",Rice,0.9546892432893616,0.06871271259386783,1
252,"(9.9671574157984, 105.52326344471712)",Rice,0.9613116885126667,0.05784801799680022,1
253,"(9.980784280688201, 105.5264430465246)",Rice,0.9399864650884696,0.14034157208019518,1
254,"(9.964432042820441, 105.4991893167462)",Rice,0.9480209888890413,0.05400466317978447,1
255,"(9.981238509517862, 105.5060027491908",Rice,0.9558331644030004,0.05526903290516712,1
256,"(9.98805194196276, 105.50554852036115)",Rice,0.9500683144950938,0.05324446355622445,1
257,"(9.986689255473781, 105.49146742664232)",Rice,0.9343484242698455,0.07202067552891692,1
258,"(9.969428559946701, 105.49737240142764)",Rice,0.8870923540696081,0.10774360370168758,1
259,"(9.987597713133102, 105.50009777440548)",Rice,0.9554737948640939,0.07373636493339736,1
260,"(9.977150450050921, 105.54279528439164)",Rice,0.7695859080900632,-0.05475285171102662,1
261,"(9.973062390583982, 105.49101319781266)",Rice,0.9327997146105995,0.08619524763813338,1
262,"(9.952167864419621, 105.52190075822818)",Rice,0.9481419874247313,0.06115525176805154,1
263,"(9.985326568984801, 105.49782663025726)",Rice,0.9585591975277371,0.0415518974452698,1
264,"(9.976241992391602, 105.48647090951627)",Rice,0.9327711615414506,0.12185315428578368,1
265,"(9.979421594199222, 105.49555548610908)",Rice,0.9597854887990162,0.07011794795674857,1
266,"(9.984418111325482, 105.54506642853983)",Rice,0.9528482590328252,-0.02673946521069575,1
267,"(9.972608161754321, 105.53734453843595)",Rice,0.913647627817832,0.07132686084142402,1
268,"(9.980784280688201, 105.49646394376836)",Rice,0.9625320839904754,0.06071457357021956,1
269,"(9.98487234015514, 105.50146046089439)",Rice,0.8569518806387252,0.06032137236002486,1
270,"(9.961252441012821, 105.52598881769495)",Rice,0.9472306498716405,0.06625799129213664,1
271,"(9.94989672027132, 105.51826692759107)",Rice,0.9581570545106012,0.05438774034986266,1
272,"(9.98941462845174, 105.50827389333898)",Rice,0.9427734826496803,0.05884686745160281,1
273,"(9.97533353473228, 105.48556245185699)",Rice,0.9559851419898551,0.08719444592663729,1
274,"(9.9830554248365, 105.53870722492488)",Rice,0.930641304854576,0.06345227084651703,1
275,"(9.98805194196276, 105.5377987672656)",Rice,0.9390100359311114,0.0808610805269752,1
276,"(9.982146967177181, 105.49646394376836)",Rice,0.9427144574652205,0.06117412213047814,1
277,"(9.986689255473781, 105.50373160504259)",Rice,0.9101346999355905,0.07744933221257123,1
278,"(9.994411145578, 105.51781269876145)",Rice,0.9436024340160514,0.024005414437088878,1
279,"(9.982601196006842, 105.50327737621296)",Rice,0.950141493747294,0.03760524975279421,1
280,"(9.978967365369561, 105.50418583387224)",Rice,0.9536315536315535,-0.00699332732741907,1
281,"(10.001224578022901, 105.50464006270187)",Rice,0.9457118424319328,0.06653892652660877,1
282,"(9.96897433111704, 105.52371767354674)",Rice,0.9539625568696015,0.06852122567145355,1
283,"(9.950805177930642, 105.52008384290963)",Rice,0.9590697144376595,0.06255666364460565,1
284,"(9.98941462845174, 105.4991893167462)",Rice,0.9418304528250261,0.03835284618490111,1
285,"(9.97351661941364, 105.53643608077667)",Rice,0.926258850987999,0.07245282099389623,1
286,"(9.97533353473228, 105.52144652939856)",Rice,0.9310523128839782,0.07776913033131154,1
287,"(9.9671574157984, 105.49373857079053)",Rice,0.8699495120399573,0.12976640429048636,1
288,"(9.967611644628061, 105.50827389333898)",Rice,0.9617778159277496,0.07078413821519403,1
289,"(9.982601196006842, 105.51690424110214)",Rice,0.8559035677256215,0.1710000579072326,1
290,"(9.9830554248365, 105.53825299609522)",Rice,0.8567434961204929,0.08841465309852242,1
291,"(9.968520102287382, 105.4946470284498)",Rice,0.9439909187518115,0.09241264261669997,1
292,"(9.974425077072961, 105.50645697802042)",Rice,0.8587587893610517,0.1543600844490767,1
293,"(9.96397781399078, 105.52371767354674)",Rice,0.9398863935597938,0.06715202605613559,1
294,"(9.991685772600041, 105.51645001227251)",Rice,0.9492991193640952,0.03993809631570878,1
295,"(9.985780797814462, 105.50872812216863)",Rice,0.8889741307883512,0.13041053723386453,1
296,"(9.981238509517862, 105.50373160504259)",Rice,0.9179109395938753,0.10323548106413569,1
297,"(9.971699704095002, 105.4923758843016)",Rice,0.9563390328481329,0.02135793093444142,1
298,"(9.95307632207894, 105.51599578344286)",Rice,0.9572120740333123,0.06070138040398266,1
299,"(9.97987582302888, 105.51554155461324)",Rice,0.9519790622748243,0.061672083469084454,1
300,"(10.481616988271316, 104.91150805695796)",Non Rice,0.8779359430604983,0.4320047937551622,0
301,"(10.481162759441657, 104.91150805695796)",Non Rice,0.883114401111012,0.466354470916713,0
